Bio,Label,Year,Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kirk Pruhs is a professor of Computer Science at the University of Pittsburgh. He received a BS in Mathematics and Computer Science from Iowa State University and a PhD in Computer Science from the University of Wisconsin-Madison. His research interests include algorithmic problems related to green computing, fair allocation, resource management, and scheduling.",M,2017, Kirk Pruhs,https://algo2017.ac.tuwien.ac.at/keynote-speakers/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"David Woodruff is an associate professor at Carnegie Mellon University. Until recently* he has been at IBM Almaden Research Center from August, 2007- August, 2017, which he joined after completing his Ph.D. at MIT in theoretical computer science. His research interests include communication complexity, data stream algorithms, machine learning, numerical linear algebra, sketching, and sparse recovery. He is the recipient of the 2014 Presburger Award and Best Paper Awards at STOC 2013 and PODS 2010. At IBM he was a member of the Academy of Technology and a Master Inventor. (Before August 30, 2017): David Woodruff joined IBM Almaden Research Center in 2007 right after completing his Ph.D. at MIT in theoretical computer science. He has been at IBM Almaden ever since. His research interests include communication complexity, data stream algorithms, machine learning, numerical linear algebra, sketching, and sparse recovery. He is the recipient of the 2014 Presburger Award and Best Paper Awards at STOC 2013 and PODS 2010. At IBM he is a member of the Academy of Technology and a Master Inventor.",M,2017,David Woodruff,https://algo2017.ac.tuwien.ac.at/keynote-speakers/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Giuseppe F. Italiano is Professor of Computer Science at the University of Rome ""Tor Vergata"". His research interests are in the design, analysis, implementation and experimental evaluation of algorithms and data structures. After receiving a PhD in Computer Science from Columbia University, he was Research Staff Member at the IBM T.J. Watson Research Center, and then full professor at University of Salerno, University of Venice ""Ca' Foscari"" and University of Rome ""Tor Vergata"". He is a Fellow of the EATCS.",M,2016,Giuseppe F. Italiano ,http://conferences.au.dk/algo16/keynote-and-tutorial-speakers/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volker Markl is a Full Professor and Chair of the Database Systems and Information Management Group at the Technische Universität Berlin (TUB) and an Adjunct Full Professor at the University of Toronto. He is Director of the Intelligent Analytics for Massive Data Research Group at DFKI and Director of the Berlin Big Data Center. In addition, he serves as the Secretary of the VLDB Endowment. His current research interests include new hardware architectures for information management, scalable processing and optimization of declarative data analysis programs, and scalable data science. To date, Volker has presented over 200 invited talks in numerous industrial settings, major conferences, and research institutions worldwide. Furthermore, he has authored and published over 100 research papers at world-class scientific venues. Between 2010-2016, he was Speaker and Principal Investigator of the Stratosphere Research Unit funded by the German Research Foundation (DFG), which resulted in numerous top-tier publications, as well as the Apache Flink big data analytics system. In 2014, he was named one of Germany's leading digital minds (Digitale Köpfe) by the German Informatics Society. Prior to joining TUB, he was a Research Staff Member and Project Leader at the IBM Almaden Research Center in San Jose, California.",M,2016,Volker Markl ,http://conferences.au.dk/algo16/keynote-and-tutorial-speakers/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thomas Schlechte was born in 1979 and got his doctoral degree in Natural Sciences at the TU Berlin in 2012. Since 2013, he is working for the ZIB-spinoff company LBW in the field of mathematical optimization and consulting for public and rail transport. He won the Dissertation Prize 2012 (awarded by the German Operations Research Society, GOR) and the Science Award 2012 (awarded by the Society of Merchants and Manufactures of Berlin, VBKI). Since 2014, he is head of the RailLab within the Research Campus MODAL and member of the Board of the International Association of Railway Operations Research.",M,2016,Thomas Schlechte ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ola Svensson is a faculty at the School of Computer and Communication Sciences, EPFL. He is interested in fundamental questions in combinatorial optimization related to the approximability of basic optimization problems, such as clustering, scheduling, and network design problems. His work on the traveling salesman problem received the best paper award at FOCS'11.",M,2016,Ola Svensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ronald de Wolf is a senior researcher at CWI and full professor at the University of Amsterdam. He obtained his PhD in 2001, advised by Harry Buhrman and Paul Vitanyi, and subsequently spent a year at Berkeley. He works on quantum computing, focusing on algorithms, complexity theory, and the applications of quantum information to other areas. His main results include lower bounds on quantum algorithms, new separations between quantum and classical communication protocols, and lower bounds on linear programs for polytopes in combinatorial optimization.",M,2016,Ronald de Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fabian Kuhn received his M.Sc. and Ph.D. degrees in 2001 and 2005 from ETH Zurich in Switzerland. He spent time as a postdoctoral researcher at Microsoft Research Silicon Valley, at ETH Zurich, and at MIT. In the following, he was an assistant professor at the University of Lugano in Switzerland and in 2012, he joined the University of Freiburg in Germany as a full professor. His research interests include the distributed complexity of basic graph-theoretic problems, as well as the algorithmic foundation of dynamic and wireless networks.",M,2016,Fabian Kuhn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"David Walker joined the Princeton CS department in 2002, was granted tenure in 2008 and was appointed a full professor in 2013. He received his doctoral and master’s degrees in computer science from Cornell, and his bachelor’s from Queen’s University in Kingston, Ontario. During sabbaticals from Princeton, he has served as a visiting researcher at Microsoft Research in Redmond (2008) and in Cambridge (2009), and as Associate Visiting Faculty at the University of Pennsylvania (2015-2016). Professor Walker studies programming language theory, design and implementation, with an emphasis on the design of domain-specific languages. His awards include an NSF Career Award, a Sloan Fellowship and the 2015 ACM SIGPLAN Robin Milner Young Researcher Award. Together with his collaborators, he has also won a 10-year retrospective award for the most influential paper at ACM POPL 1998, a best paper award at ACM PLDI 2007, and a Community Award for his work at USENIX NSDI 2013. He served as an associate editor for ACM TOPLAS from 2007-2015 and as program chair for ACM POPL in 2015.",M,2016,David Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Richard M. Murray received the B.S. degree in Electrical Engineering from California Institute of Technology in 1985 and the M.S. and Ph.D. degrees in Electrical Engineering and Computer Sciences from the University of California, Berkeley, in 1988 and 1991, respectively. He is currently the Thomas E. and Doris Everhart Professor of Control and Dynamical Systems and Bioengineering at Caltech. Murray’s research is in the application of feedback and control to networked systems, with applications in autonomy and synthetic biology. Current projects include specification, verification and synthesis of networked control systems; analysis and design biomolecular feedback circuits; and novel architectures for control using slow computing.",M,2016,Richard M. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trey Ideker, Ph. D. is Professor of Medicine at the University of California at San Diego. He serves as Division Chief of Medical Genetics and Director of the National Resource for Network Biology, as well as being Adjunct Professor of Bioengineering and Computer Science and Member of the Moores UCSD Cancer Center. Ideker received Bachelor’s and Master’s degrees from MIT in Electrical Engineering and Computer Science and his Ph.D. from the University of Washington in Molecular Biology under the supervision of Dr. Leroy Hood. He is a pioneer in assembling genome-scale measurements to construct network models of cellular processes and disease. His recent research activities include assembly of networks governing the response to DNA damage; development of the Cytoscape and NetworkBLAST software packages for biological network visualization and cross-species network comparison; and methods for identifying network-based biomarkers in development and disease. Ideker serves on the Editorial Boards for Bioinformatics and PLoS Computational Biology, is on the Scientific Advisory Boards of the Sanford-Burnham Medical Research Institute and the Institute for Systems Biology, and is a regular consultant for companies such as Monsanto and Mendel Biotechnology. He was named one of the Top 10 Innovators of 2006 by Technology Review magazine and was the recipient of the 2009 Overton Prize from the International Society for Computational Biology. His work has been featured in news outlets such as The Scientist, the San Diego Union Tribune, Forbesmagazine and the New York Times.",M,2013,Trey Ideker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brenda Andrews is Professor and Chair of the Banting & Best Department of Medical Research within the Faculty of Medicine at the University of Toronto, where she holds the Charles H Best Chair in Medical Research. She is also Director of the Terrence Donnelly Center for Cellular and Biomolecular Research (the Donnelly Centre), an interdisciplinary biomedical research institute with a focus on technology development for post-genome biology, functional genomics, systems & computational biology and bioengineering. After receiving her PhD in Medical Biophysics from the University of Toronto, Dr. Andrews obtained her early training in genetics with the late Dr. Ira Herskowitz at the University of California San Francisco. In 1991, Dr. Andrews was recruited to the Department of Medical Genetics (now Molecular Genetics) at the University of Toronto. She became Chair of the Department in 1999, a position she held for 5 years before assuming her current positions. Dr. Andrews’ current research interests analysis of genetic interaction networks in budding yeast, using automated genetics platforms that include high content microscopy for systematic analysis of cell biological phenotypes. Specific interests in the Andrews lab include mechanisms of cell cycle control, control of cell function by kinases and other enzymes and the regulation of cell polarity and morphogenesis. Her research is currently funded by the CIHR, the National Institutes of Health, the Ontario Research Fund, the Canadian Foundation for Innovation and the Canadian Institute for Advanced Research (CIFAR). Dr. Andrews is a Fellow of the Royal Society of Canada, Fellow of the American Association for the Advancement of Science, a Fellow of the American Academy of Microbiology and Director of the Genetic Networks Program of the CIFAR.",F,2013,Brenda Andrews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ann Almgren is a staff scientist in the Computational Research Division at Lawrence Berkeley National Laboratory. She received her B.A. in physics from Harvard University and her Ph.D. in mechanical engineering from UC Berkeley. She visited the Institute for Advanced Study in Princeton, NJ prior to joining Lawrence Livermore National Laboratory, then moved to LBNL in 1996. Her primary research interest is in computational algorithms for solving numerical PDE's for fluid dynamics in a variety of application areas. Her current projects include the development and implementation of new multiphysics algorithms in high-resolution adaptive mesh codes that are designed for the latest multicore architectures. She is particularly interested in low Mach number methods for atmospheric and astrophysical applications.",F,2012,Ann Almgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arthur “Buddy” Bland is the director for the Oak Ridge Leadership Computing Facility’s Jaguar and Titan Projects, which includes upgrading “Jaguar”, the Cray petaflop supercomputer, to “Titan”, ORNL’s heterogeneous CPU-GPU system. He previously served as director of operations for the National Center for Computational Sciences (NCCS) from 1996 until June 2006. Buddy has worked in high-performance computing his entire career. He joined the staff at Oak Ridge National Laboratory in 1984 as the system programmer/administrator for the Cray X-MP system. He managed the Supercomputing Systems Section, which later became the UNIX System Section, until 1992, when he moved to the newly formed Center for Computational Sciences as the computing resources manager. In that position he installed the Kendall Square KSR-1 and Intel Paragons and oversaw the development and installation of the file storage systems and networks to support the NCCS. In 1996 Buddy was appointed director of operations of the NCCS. In that role he has managed the operation of the computer center through the life of a series of computers, including the IBM Power3, IBM Power4, Compaq AlphaServer SC, SGI Altix, Cray XD1, Cray X1, Cray X1E, and Cray XT3, XT4, XT5, and XK6. He is the ORNL representative on the High Performance Storage System Executive Committee.",M,2012,Arthur S. Bland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sylvie Joussaume is a researcher at Institut Pierre Simon Laplace within CNRS (National Center for Scientific Research). She is an expert in climate modelling and has been involved within the Intergovernmental Panel on Climate Change at different levels since the 3rd Assessment Report. She is chairing the scientific board of the European Network for Earth System modelling (ENES) and coordinates the European infrastructure project IS-ENES, which integrates the European climate models in a common infrastructure dealing with model data sharing, model development and use of high-performance computing (2009-2016). She has been involved in high-performance computing for a long time within the climate modelling community. When director of Earth Sciences and Astronomy Institute at CNRS headquarters, she launched a scientific foresight committee on HPC and contributed to the European HPC Scientific Case in 2006 that paved the ground to the European PRACE computing facility. She is now chair of the ORAP scientific committee.",F,2012,Sylvie Joussaume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thomas Ludwig received his Ph.D. from the Technische Universität München (TUM) in Munich,Germany, in 1992. In the 90s he had a research focus on tools for parallel systems, in particular for performance analysis and load balancing by process migration. He passed his habilitation examination at TUM in 1998. In the late 90s he shifted his focus to parallel I/O. From 2001 to 2009 Thomas Ludwig was professor at the Universität Heidelberg. He conducted research on performance analysis of parallel I/O systems and on energy efficiency in HPC systems. Since May 2009 he is a professor for computer science at the Universität Hamburg. At the same time he is director of the German Climate Computing Centre (DKRZ). Together with his team he provides the shareholders of DKRZ and the German climate researcher community with compute and storage resources and with support to conduct successful HPC-based earth system research. Thomas Ludwig published more than 80 papers on conferences and in journals. In 2010 he started the conference series Energy-Aware High Performance Computing (EnA-HPC).",M,2012,Thomas Ludwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kimberly Cupps is the Livermore Computing (LC) Division Leader at Lawrence Livermore National Laboratories. Cupps leads a staff of 100 High Performance Computing (HPC) specialists in delivering computing cycles, system software, services, innovative architectures, and computer science expertise in support of LLNL research scientists and their missions. Cupps is also the Sequoia Project Manager responsible for the acquisition, planning and deployment of the 20 PetaFLOP BlueGene/Q Sequoia system. Cupps has more than 20 years of R&D experience in management and technical roles at Lawrence Livermore National Laboratory. LLNL management positions include leading the High Performance Archival Storage Group, the HPC Production Linux Group and LLNL’s IT Division. Cupps began her career as a software engineer developing telephony software and transitioned to programming supervisory control systems in LLNL’s Atomic Vapor Laser Isotope Separation program. Cupps has a BA in Applied Mathematics and an MS in Computer Science. She serves as a member of the CSU Chico Computer Science Advisory Board and has served on numerous technical review committees for HPC centers around the nation.",M,2012,Kimberly Cupps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"James Demmel is the Dr. Richard Carl Dehmel Distinguished Professor of Computer Science and Mathematics at the University of California at Berkeley. His personal research interests are in numerical linear algebra, high performance computing, and communication avoiding algorithms in general. He is known for his work on the LAPACK and ScaLAPACK linear algebra libraries. He is a member of the National Academy of Sciences, National Academy of Engineering, a Fellow of the ACM, IEEE and SIAM, and winner of the IEEE Computer Society Sidney Fernbach Award, the SIAM J. H. Wilkinson Prize in Numerical Analysis and Scientific Computing, and numerous best paper prizes, including being the only 3-time winner of the SIAM Linear Algebra (SIAG/LA) Prize. He was an invited speaker at the 2002 International Congress of Mathematicians and the 2003 International Congress on Industrial and Applied Mathematics.",M,2012,James Demmel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"David W. Aha (UCI 1990) is a member of NRL's Navy Center for Applied Research on AI. His group conducts basic and applied research on intelligent agents, ML, case-based reasoning, and related topics; their current projects concern goal reasoning or deep learning. He has mentored 12 postdocs, served on 20 PhD committees, was a AAAI Councilor, cocreated the AAAI AI Video Competition, and created the UCI Repository for ML Databases. David has coorganized 30+ events (including AAA-17 DC, ICCBR-17, IJCAI-17 Workshop on XAI), serves on several PCs, and led or leads the evaluation team for four DARPA or ONR Programs.",M,2017,David W. Aha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peter Dayan studied mathematics at Cambridge University, did his PhD in computational neuroscience at the University of Edinburgh with David Willshaw, and postdocs with Terry Sejnowski at the Salk Institute and Geoff Hinton at the University of Toronto. After three years as an assistant professor at MIT, he helped found the Gatsby Computational Neuroscience Unit at UCL in 1998, and became director in 2002. His interests center on mathematical and computational models of neural processing, with a particular emphasis on representation, learning and decision making.",M,2017,Peter Dayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dmitri Dolgov is a distinguished engineer and the head of self-driving technology at Waymo. Prior to that, he worked on self-driving cars in Toyota and at Stanford as part of Stanford's DARPA Urban Challenge team. Dmitri received his B.S. and M.S. in physics and math from the Moscow Institute of Physics and Technology in 1998 and 2000, respectively, and his Ph.D. in computer science from the University of Michigan in 2006.",M,2017,Dmitri Dolgov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dr. Jeremy Frank is the group lead of the Planning and Scheduling Group, in the Intelligent Systems Division, at NASA Ames Research Center. He received his Ph.D. from the Department of Computer Science, at the University of California at Davis, in June 1997. Frank's work involves the development of space mission operations planning tools; the integration of technologies for planning, plan execution, and fault detection for space applications; and the development of technology to enable astronauts to autonomously operate spacecraft. Frank has published over 50 conference papers, nine journal papers, and three book chapters, and received over 40 NASA awards, including two Exceptional Achievement Medals, the Silver Snoopy, and the NASA Engineering and Safety Center Award.",M,2017,Jeremy Frank ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kristen Grauman is an associate professor in the Department of Computer Science at the University of Texas at Austin. Her research in computer vision and machine learning focuses on visual search and object recognition. Before joining UT Austin in 2007, she received her Ph.D. from MIT. She is a Sloan Research Fellow and recipient of NSF CAREER, ONR Young Investigator, PAMI Young Researcher, and PECASE awards, and the 2013 IJCAI Computers and Thought award. She and her collaborators were recognized with the CVPR Best Student Paper Award in 2008 for their work on hashing algorithms for large-scale image retrieval, the Marr Best Paper Prize at ICCV in 2011 for their work on modeling relative visual attributes, and the Best Application Paper Award at ACCV in 2016 for their work on automatic cinematography in 360 degree video. She serves as an associate editor in chief for Transactions on Pattern Analysis and Machine Intelligence (TPAMI) and served as a program chair of CVPR 2015 in Boston.",F,2017,Kristen Grauman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lynne Parker is a professor in the Department of Electrical Engineering and Computer Science at The University of Tennessee, Knoxville. Her research spans mobile robot cooperation, human-robot cooperation, sensor networks, robotic learning, intelligent agent architectures, and robot navigation. Parker is a Fellow of IEEE. She was the division director for the Information and Intelligent Systems (IIS) Division in the Computer and Information Science and Engineering (CISE) at NSF. During her two years of tenure at the NSF, she served as the cochair of the NITRD task force for machine learning and artificial intelligence, which developed the National Artificial Intelligence Research and Development Strategic Plan that will be described in this talk.",F,2017,Lynne Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rosalind Picard, ScD, FIEEE is founder and director of the Affective Computing Research Group at the MIT Media Laboratory, cofounder of Affectiva, providing emotional intelligence technology used by 1/3 of the Global Fortune 100, and cofounder and chief scientist of Empatica, improving lives with clinical-quality wearable sensors and analytics. Picard is the author of over 250 articles in computer vision, machine learning, signal processing, affective computing, and human-computer interaction. She is known internationally for her book, Affective Computing, which helped launch the field by that name. Picard holds bachelors in electrical engineering (EE) from Georgia Tech and masters and a doctorate degrees in electrical engineering and computer science from MIT. Picard's inventions have been twice named to ""top ten"" lists, including the New York Times Magazine's Best Ideas of 2006 for the Social Cue Reader, and 2011's Popular Science Top Ten Inventions for a Mirror that Monitors Vital Signs.",F,2017,Rosalind Picard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Russ Tedrake is a professor of electrical engineering and computer science, aeronautics and astronautics, and mechanical engineering at MIT, the Director of the Center for Robotics at the Computer Science and Artificial Intelligence Lab, and was the leader of Team MIT's entry in the DARPA Robotics Challenge. TEDRAKE is also the director of simulation and control at the new Toyota Research Institute. He is a recipient of the NSF CAREER Award, the MIT Jerome Saltzer Award for undergraduate teaching, the DARPA Young Faculty Award in Mathematics, the 2012 Ruth and Joel Spira Teaching Award, and was named a Microsoft Research New Faculty Fellow.",M,2017,Russ Tedrake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Steve Young is a professor of information engineering at Cambridge University and a member of the Apple Siri Development team based in Cambridge, UK. His main research interests lie in the area of statistical spoken language systems including speech recognition, speech synthesis and dialogue management. He is the recipient of a number of awards including an IEEE Signal Processing Society Technical Achievement Award, an ISCA Medal for Scientific Achievement and an IEEE James L Flanagan Speech and Audio Processing Award. He is a Fellow of the Royal Academy of Engineering and the Institute of Electrical and Electronics Engineers (IEEE).",M,2017,Steve Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nick Bostrom is a professor in the Faculty of Philosophy at Oxford University. He is the founding director of the Future of Humanity Institute, a multidisciplinary research center that enables a few exceptional mathematicians, philosophers, and scientists to think about global priorities and big questions for humanity. Bostrom has a background in physics, computational neuroscience, and mathematical logic as well as philosophy. He is the author of some 200 publications, including Anthropic Bias (Routledge, 2002), Global Catastrophic Risks (ed., Oxford University Press, 2008), Human Enhancement (ed., Oxford University Press, 2009), and the academic book Superintelligence: Paths, Dangers, Strategies (Oxford University Press, 2014), which became a New York Times bestseller. He is best known for his work in five areas: (1) existential risk; (2) the simulation argument; (3) anthropics (developing the first mathematically explicit theory of observation selection effects); (4) impacts of future technology; and (5) implications of consequentialism for global strategy. He is recipient of a Eugene R. Gannon Award (one person selected annually worldwide from the fields of philosophy, mathematics, the arts and other humanities, and the natural sciences). He has been listed on Foreign Policy's Top 100 Global Thinkers list; and he was included on Prospect magazine's World Thinkers list, the youngest person in the top 15 from all fields and the highest-ranked analytic philosopher. His writings have been translated into 24 languages. There have been more than 100 translations and reprints of his works.",M,2016,Nick Bostrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Andreas Krause is an associate professor of computer science at ETH Zurich, where he leads the Learning and Adaptive Systems Group. Before that he was an assistant professor of computer science at Caltech. He received his Ph.D. in computer science from Carnegie Mellon University and his Diplom in computer science and mathematics from TU Munich. He is a Microsoft Research Faculty Fellow and received an ERC Starting Investigator grant, an NSF CAREER award as well as several best paper awards at premier conferences and journals.",M,2016,Andreas Krause,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Susan Murphy is the H. E. Robbins Distinguished University Professor of Statistics, a professor of psychiatry and a research professor at the Institute for Social Research. Her research focuses on improving sequential, individualized, decision making in health, in particular on clinical trial design and data analysis to inform the development of mobile health treatment policies. Murphy is a Fellow of the College on Problems in Drug Dependence, a former editor of the Annals of Statistics, a member of the US National Academy of Medicine and a 2013 MacArthur Fellow.",F,2016,Susan Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
